mfcc,melspectrogram
-17.15385,0.29694366
-17.126677,0.43300116
-19.40498,0.19348656
-22.371956,0.050854784
-19.607418,0.14617653
-21.499847,0.066712596
-18.022463,0.31467226
-18.597443,0.27004284
-21.262302,0.07935945
-18.815239,0.17677611
-18.587292,0.2141001
-20.792412,0.08300916
-21.703579,0.04502227
-21.309029,0.09010595
-22.044884,0.03569095
-21.469599,0.07429358
-21.890728,0.07687941
-19.0906,0.3596349
-23.158403,0.023234507
-20.14556,0.102916166
-18.70776,0.2849812
-21.488459,0.03236531
-20.087404,0.39010668
-21.260195,0.08836951
-19.147118,0.18590298
-17.506294,0.41528752
-22.656605,0.047015786
-19.02668,0.23213378
-21.639423,0.076349795
-21.492115,0.09687047
-21.518164,0.075392485
-19.230259,0.1692822
-17.05132,0.4212719
-21.168537,0.07525146
-18.517426,0.29061666
-18.285604,0.24746583
-18.274075,0.14734969
-21.63689,0.038935654
-16.79507,0.36441606
-17.015572,0.28682244
-18.641953,0.21376716
-21.673183,0.062860265
-18.355883,0.30755645
-22.908096,0.030104954
-18.766874,0.36576176
-17.898104,0.46357852
-17.45792,0.14644712
-18.351284,0.53501225
-21.460545,0.10340422
-21.866467,0.055251136
-17.862984,0.24119158
-21.095821,0.08478954
-18.997288,0.36859992
-21.049603,0.07032819
-20.881107,0.0726753
-19.392937,0.3325045
-17.759705,0.29519308
-17.618082,0.2595666
-17.96604,0.15551674
-17.85741,0.3549604
-22.562159,0.098404944
-18.482899,0.3474178
-17.538502,0.3737621
-21.505596,0.06639613
-22.35268,0.034548283
-18.734629,0.26522505
-18.0489,0.26942673
-18.79652,0.25511068
-17.399443,0.38136706
-18.491972,0.23340854
-21.390635,0.058277205
-19.771389,0.3011747
-17.617022,0.21238676
-21.833912,0.081983164
-18.579376,0.32576835
-18.712816,0.30648327
-21.871595,0.05440882
-21.963833,0.11018974
-17.947268,0.16566887
-22.432852,0.022648014
-18.455986,0.2191163
-22.049099,0.08152558
-22.283768,0.05636489
-21.995878,0.071511656
-21.494013,0.078012556
-17.653507,0.27912498
-22.33207,0.042859517
-18.536915,0.22172654
-21.790043,0.08236729
-21.61455,0.1380414
-21.898823,0.034850527
-22.23167,0.08832241
-21.475079,0.041560337
-18.838675,0.25534898
-19.47695,0.09713729
-19.736317,0.3304403
-22.86707,0.029468356
-22.21301,0.10840918
-22.365314,0.039870262
-22.503675,0.03857311
-21.597656,0.070651114
-21.679914,0.040022336
-18.125732,0.31247503
-23.05635,0.030545142
-21.27356,0.053482473
-18.879463,0.22674197
-18.311874,0.29485255
-18.296217,0.65717494
-22.650629,0.048751347
-23.423376,0.028554656
-17.86657,0.1796092
-21.476124,0.05999549
-17.571407,0.54413486
-21.183504,0.04262695
-18.602224,0.2234312
-17.529583,0.46236736
-16.45285,0.34953037
-19.016607,0.18291213
-22.416689,0.022408327
-18.535524,0.29768655
-21.952713,0.06165156
-22.117758,0.04712245
-18.28034,0.30176142
-23.270756,0.052185386
-18.2271,0.434998
-17.918571,0.5587194
-17.221449,0.21069843
-20.208984,0.13081798
-22.814373,0.040025268
-18.368435,0.38834977
-18.121675,0.35351533
-20.124102,0.043061167
-17.40601,0.3558824
-21.157858,0.10469884
-19.347729,0.19597307
-18.736305,0.38705724
-22.199123,0.05213525
-19.049158,0.37222257
-21.880032,0.03315108
-21.605326,0.046745572
-21.820906,0.043562222
-22.22328,0.07756671
-19.763609,0.27189714
-18.477852,0.13746239
-22.405352,0.03625862
-18.13533,0.31574982
-17.217524,0.30640498
-19.220732,0.15616694
-16.484882,0.7620303
-20.873362,0.09841922
-17.988514,0.47782686
-17.089169,0.7114219
-17.511211,0.35431814
-22.244785,0.046388306
-19.572237,0.26806244
-17.438341,0.29043028
-20.882732,0.111007474
-18.531841,0.2175612
-19.977814,0.117265314
-18.365423,0.30135787
-23.144547,0.020391565
-18.40824,0.22063296
-22.162527,0.059189238
-17.517136,0.22549544
-21.688261,0.04703571
-18.682367,0.18218471
-18.004646,0.28032413
-18.139116,0.37676287
-20.295305,0.3120556
-22.133846,0.052804425
-22.089718,0.07736164
-18.732483,0.22184716
-17.598911,0.2591497
-22.102749,0.06609449
-21.731064,0.06744158
-21.725534,0.03138936
-18.131496,0.49344453
-17.902975,0.518121
-18.606577,0.17823103
-18.417828,0.41914946
-19.822857,0.18885037
-17.096287,0.39577097
-18.975758,0.27118438
-18.082373,0.57848966
-17.839342,0.43125558
-18.396248,0.31618673
-17.234331,0.655853
-18.40567,0.3237924
-19.177282,0.20206751
-16.990847,0.83082485
-19.018457,0.18220761
-18.61703,0.42170948
-19.325157,0.17635539
-18.571445,0.28205982
-19.286518,0.19816864
-17.954166,0.22943346
-18.53863,0.1519474
-18.9957,0.28684863
-17.220625,0.20468262
-21.878857,0.08245085
-18.862457,0.19180351
-19.070736,0.33119777
-18.480846,0.30066836
-18.923595,0.18764928
-18.333588,0.48139
-19.725477,0.2651111
-18.234194,0.30307359
-17.61573,0.35851425
-18.947765,0.34292752
-19.525333,0.17720047
-19.645092,0.17627992
-19.263617,0.31842747
-18.485249,0.34325725
-19.759329,0.070393376
-17.906572,0.3373319
-18.732882,0.21585421
-18.591227,0.7855624
-17.569515,1.0201724
-18.350521,0.32867026
-19.830727,0.07183677
-20.376135,0.10289548
-18.858158,0.28457934
-17.628897,0.5231044
-19.192516,0.1145042
-18.017723,0.54970753
-18.982191,0.41092816
-19.309086,0.23334458
-17.656967,0.34708542
-18.037346,0.3920811
-19.446705,0.2814678
-19.74514,0.5237825
-19.221527,0.20037039
-18.527859,0.34738016
-18.40506,0.30281058
-17.739153,0.5614295
-18.561287,0.14619349
-19.071499,0.26496777
-18.99545,0.11634072
-18.46893,0.2017115
-19.069674,0.18895113
-18.715702,0.32038584
-18.66399,0.25769717
-17.862421,0.6585239
-19.561172,0.21874765
-21.1908,0.0541903
-22.35946,0.039380424
-17.678747,0.3945485
-18.379986,0.3980128
-18.377323,0.47456166
-17.32042,0.9335499
-16.598106,0.6484908
-17.947155,0.1650732
-18.815004,0.21811105
-18.436811,0.207544
-18.453829,0.36711097
-18.746824,0.28427896
-18.470436,0.35196677
-17.433815,0.3909484
-18.900951,0.40339124
-18.451372,0.8074924
-19.124714,0.93721306
-18.444769,0.18291761
-17.858881,0.19337887
-18.806133,0.26236504
-18.353336,0.31652185
-18.194324,0.68581986
-21.806799,0.053942677
-19.160625,0.17797711
-18.834934,0.62228054
-20.685635,0.15631187
-18.75758,0.20438698
-17.812656,0.28252912
-19.025597,0.2328067
-19.540401,0.332501
-19.531776,0.4742804
-19.049736,0.33472112
-19.319498,0.09495294
-18.493916,0.25352737
-19.521606,0.37630573
-19.107258,0.476229
-18.52212,0.40547752
-18.08481,0.21151543
-18.995468,0.16914949
-19.183977,0.5416203
-19.392591,0.080508366
-19.051832,0.19066226
-18.65781,0.5175164
-19.033716,0.3608287
-18.449923,0.20398456
-20.498339,0.08918509
-18.92017,0.3315617
-18.057684,0.8841521
-19.31854,0.14497882
-17.185238,0.5798341
-18.454906,0.3745263
-18.362995,0.26605576
-21.800894,0.03473875
-17.98699,0.5779829
-19.70423,0.18580532
-18.584103,0.15666974
-17.902153,0.29524755
-18.070368,0.49605975
-17.65694,0.4215614
-21.333338,0.0424781
-18.496817,0.21912836
-18.463207,0.58758676
-19.75316,0.2023539
-18.481295,0.44230434
-17.63722,0.72760415
-18.692005,0.24175219
-19.759005,0.3211525
-18.567019,0.3293212
-18.247791,0.19800544
-18.44408,0.30587
-18.952007,0.30898482
-18.36002,0.19650531
-18.223627,0.6930605
-18.59134,0.45776004
-17.300438,0.8317909
-18.46847,0.22439687
-18.906675,0.32924038
-17.738756,0.24314386
-18.43337,0.18221682
-18.538166,0.25611788
-18.827394,0.3070243
-18.813066,0.18197289
-17.961227,0.28919694
-18.23109,0.35586172
-18.424726,0.4138698
-19.554203,0.57774454
-18.919693,0.38156632
-18.891874,0.17751636
-17.858936,0.48364228
-19.690702,0.35804766
-19.109388,0.20471673
-18.826107,0.4165483
-21.416075,0.09075133
-19.437504,0.6401303
-18.468084,0.24912481
-17.918884,0.18370852
-18.203426,0.27006114
-19.558296,0.14916489
-18.440569,0.50869215
-19.057526,0.19840959
-17.7494,0.705596
-18.601639,0.21603675
-18.440018,0.46122333
-18.633976,0.37346035
-18.152884,0.55914974
-18.957901,0.3322916
-18.715702,0.15955147
-18.83907,0.31313694
-19.639713,0.20343171
-18.260237,0.2344209
-18.904963,0.22060996
-18.192347,0.51253176
-17.872225,0.21526018
-18.605259,0.20516038
-18.443895,0.33041796
-18.469313,0.13969606
-18.486586,0.26439115
-17.79871,0.2581467
-18.214874,0.30083144
-18.702204,0.54777825
-18.84705,0.1852619
-18.48956,0.33675992
-17.774342,0.3068666
-20.023668,0.14202291
-21.030903,0.060229976
-19.291433,0.26144937
-18.959866,0.2425358
-17.904593,0.3137157
-17.345428,0.44987428
-19.670225,0.24902968
-17.73224,0.23603196
-18.597271,0.41978514
-17.336445,1.0106485
-17.69245,0.24773751
-18.267992,0.36233532
-17.98523,1.2588886
-18.135914,0.34414274
-18.735197,0.4452052
-19.828,0.9584076
-18.440575,0.3447268
-19.58871,0.18935513
-17.60493,0.34032658
-18.751308,0.68933177
-18.883715,0.2781077
-18.637316,0.21981578
-18.075623,0.4730796
-17.763315,0.28538492
-18.831327,0.2526777
-18.99924,0.17069
-19.870386,0.3632036
-19.698349,0.5374365
-17.429218,0.41188496
-22.175203,0.086141914
-17.190016,0.5083231
-18.320816,0.31902057
-18.810482,0.21086533
-17.549896,0.5338347
-18.31602,0.16547716
-18.748577,0.46954602
-18.135687,0.3657561
-17.9257,0.27386606
-18.404125,0.2870065
-18.591331,0.18779096
-18.693954,0.27901465
-18.682934,0.32403868
-18.290169,0.36966625
-18.400501,0.35549754
-18.499084,0.52551925
-18.932621,0.32404625
-17.810034,0.40895665
-18.37035,0.119190626
-18.510977,0.2250492
-18.47296,0.34863317
-18.549862,0.14104551
-18.662449,0.25934207
-19.426405,0.16801772
-17.486774,0.3892208
-18.292477,0.66707253
-18.575167,0.28272933
-18.109737,0.26748896
-19.49098,0.21790981
-21.649683,0.12750515
-20.38122,0.55813533
-21.470375,0.06437494
-19.359709,0.22768411
-18.41327,0.20170197
-18.812962,0.13750628
-17.970804,0.35184586
-18.067549,0.17910612
-17.622417,0.5017858
-18.035069,0.5035759
-18.470083,0.3485881
-18.853468,0.4005291
-17.749928,0.24310595
-19.313997,0.16902529
-18.500769,0.3668855
-18.102894,0.4643321
-18.35925,0.32434925
-20.541262,0.10590931
-19.020153,0.16830857
-18.7438,0.56920326
-22.509146,0.06780441
-19.224747,0.14777568
-18.923319,0.6991087
-17.442265,0.6324321
-19.799835,0.19098908
-20.217371,0.13409807
-19.08676,0.25382414
-18.347979,0.36207515
-18.53584,0.18498094
-19.471031,0.5295051
-17.502514,0.36284345
-19.117123,0.1857265
-17.91969,0.25591826
-19.768562,0.38145587
-18.19067,0.6445645
-19.241207,0.19189525
-17.896904,0.36650133
-18.28239,0.5075705
-19.313637,0.3061002
-19.547277,0.2561723
-18.70048,0.270025
-17.35752,0.35265535
-18.274235,0.23769233
-18.22199,0.34329537
-18.303173,0.2643512
-18.622744,0.18760271
-18.234348,0.16462582
-18.37423,0.20718428
-18.875973,0.30156505
-17.832441,0.9260798
-18.576824,0.43901467
-18.610735,0.22553656
-18.421011,0.2766411
-18.67546,0.30859601
-18.35633,0.28136545
-18.64834,0.31485772
-20.274284,0.14952795
-17.661018,0.3686096
-18.773829,0.2883908
-18.345343,0.36458957
-19.28221,0.17878947
-19.21054,0.21715324
-18.605658,0.32606226
-18.720242,0.17902295
-17.655693,0.418176
-18.230808,0.26123887
-17.819118,0.3854661
-19.12399,0.23887904
-18.76539,0.24339953
-18.558567,0.21379578
-19.158024,0.10511601
-19.45641,0.40195137
-18.784845,0.18375519
-19.381992,0.16600421
-18.855356,0.45808598
-18.634876,0.217141
-19.564945,0.5698986
-18.364536,0.50258
-18.47245,0.40169305
-18.964392,0.19134806
-19.70983,0.37277865
-18.054295,0.2803854
-19.507282,0.17232728
-18.08628,0.54550713
-18.347342,0.32667935
-18.99516,0.3671087
-18.898392,0.15246047
-17.967249,0.330575
-19.618706,0.2091612
-19.165924,0.23689772
-19.315609,0.23441061
-19.078152,0.2816851
-18.221018,0.3142033
-18.12891,0.3065572
-18.418144,0.33758414
-18.220127,0.40313867
-18.67084,0.27051145
-19.33313,0.2582183
-20.312551,0.35910895
-17.624125,0.32697922
-17.55217,0.34014267
-19.202625,0.91456604
-19.029598,0.4754408
-19.134794,0.7993505
-18.022617,1.3339076
-18.228031,1.1520259
-17.048405,1.1665711
-19.997875,0.5350925
-19.77914,0.6377417
-20.248547,0.56684434
-20.257107,0.5702392
-17.456188,1.0595083
-20.229588,0.6370518
-18.996578,0.842293
-18.595667,0.8063816
-20.017176,0.61769825
-19.422834,0.6568637
-19.047056,0.8930398
-21.138638,0.41594827
-18.873789,0.44668913
-19.505138,0.897242
-19.490356,0.7957036
-18.64026,0.84473217
-18.270973,1.655326
-19.555956,0.44247937
-19.52051,0.8927797
-19.57061,0.8331637
-19.874395,0.74478674
-20.976086,0.3592149
-19.322262,0.75203454
-18.471346,1.165806
-19.986706,1.2673312
-19.720432,0.84615684
-19.06057,0.7008276
-18.832232,0.7156843
-18.401136,1.2476449
-18.77948,0.7751968
-18.01041,0.8464204
-17.551561,0.8597893
-19.84119,0.872115
-18.608295,1.4884459
-19.817675,1.0492933
-18.119263,1.4099895
-17.824266,0.8115933
-19.501663,0.6743898
-18.230146,0.5818318
-19.046326,0.94707125
-19.69177,0.7399355
-17.60801,2.045041
-20.009764,0.377999
-19.163889,0.5541539
-19.01284,0.527949
-18.185741,1.0062543
-20.16878,0.44359994
-18.232439,0.5726272
-19.27857,1.6118851
-18.297106,0.8693116
-18.471302,0.575358
-20.461575,0.85950816
-19.11027,0.9952921
-19.169186,1.0567577
-18.634327,2.2687092
-18.712378,1.0388099
-18.430437,1.2621286
-18.24401,0.9302828
-19.196411,1.0925238
-19.32278,0.6737621
-18.88914,0.41621348
-19.247402,0.7071882
-18.930399,0.5434673
-18.338211,2.4427714
-20.430456,0.81976444
-19.13984,1.3574122
-19.083645,0.6084954
-19.018175,0.6073631
-18.635653,0.75687784
-18.4751,0.73068
-18.839571,0.8905033
-20.85242,0.84562945
-18.445522,0.79663396
-18.672691,0.37140778
-19.241123,0.98495376
-19.312927,0.6970092
-18.204922,0.97732425
-19.05957,1.2470158
-20.222012,0.17309186
-19.132915,1.0199001
-19.80943,0.46732253
-18.090725,0.69960785
-19.74035,0.78016555
-18.277601,0.7465477
-18.582123,0.6568366
-19.37684,0.52052873
-19.441229,0.9516424
-18.997143,0.45065042
-18.355505,0.9102661
-20.235178,1.0616251
-20.105268,0.8591647
-18.785599,0.6313752
-19.193035,0.6718644
-20.231781,0.37215889
-19.29147,0.629584
-18.786089,1.1303011
-17.641527,0.8099288
-18.51354,0.7412168
-18.18615,1.2170727
-18.37538,0.73022187
-19.333399,0.42624936
-18.894167,0.5026617
-19.43598,0.8011879
-19.59088,0.5502819
-20.02571,0.8620168
-18.74466,0.53903884
-18.334156,1.1522987
-19.894283,1.0164902
-17.36247,0.85954374
-19.350378,0.64096916
-18.739658,0.8210077
-17.77795,0.61094975
-20.149963,0.38702235
-19.674976,0.5661945
-18.631258,0.59102887
-18.572788,0.6354389
-18.507511,0.9098631
-18.909786,1.7163359
-19.566032,0.8616836
-19.649122,0.7735789
-17.528532,1.0589547
-17.1199,0.94678754
-18.235508,0.6803415
-19.327852,0.5705768
-19.877844,1.012527
-20.59415,0.69788754
-18.844301,0.85910785
-19.02333,0.6087419
-18.581442,0.62104607
-19.392359,1.2358241
-18.62913,1.2043931
-19.306553,0.653264
-18.044207,1.4318414
-20.741112,0.71868896
-19.627045,0.654261
-18.32156,0.54389894
-18.5807,0.39922935
-20.172443,0.74334013
-17.4958,1.0238221
-19.349773,0.31528783
-20.056273,1.3978593
-19.330612,0.57954156
-20.780811,1.0316721
-18.928753,1.1745594
-19.59903,0.60204446
-17.884935,0.8503133
-18.990074,0.5001866
-18.617428,0.9542563
-18.61166,0.8326844
-18.648138,1.1089022
-19.824453,0.5794914
-18.621952,0.92492986
-17.787464,0.78729975
-16.735779,1.5754476
-20.019072,0.6008197
-19.357893,0.5368843
-19.870714,0.48829842
-18.393911,0.71050894
-20.735271,0.7224841
-20.771145,1.1051294
-19.624302,0.8311224
-17.952621,1.3529599
-19.651632,0.5079106
-19.582813,0.69247353
-20.019135,0.76510584
-18.8774,1.5431223
-17.949505,0.98648345
-18.91324,0.6810273
-19.351776,0.5894315
-18.836,0.9471661
-18.75073,0.73941755
-19.734074,1.0086029
-19.402805,0.42597663
-18.241114,0.9291682
-18.72536,0.35763067
-19.076252,0.7838298
-20.813435,0.22429258
-18.676188,0.98787147
-19.649157,0.64401984
-18.842478,0.9049285
-18.451742,0.71875477
-19.202711,0.4708717
-19.732098,0.42011333
-18.205755,0.7398435
-18.448223,0.90115714
-18.31992,0.57384276
-20.002028,1.2940936
-18.573843,0.5059686
-19.482126,1.3664875
-19.350033,0.4786919
-19.334843,1.4704729
-19.12139,0.6869036
-19.406855,0.6488707
-19.458996,0.96451974
-19.601313,0.37894672
-19.886803,0.9090407
-18.042889,1.2071811
-18.035286,0.7441192
-20.098827,0.46150243
-19.120514,1.0283644
-18.785864,0.63599753
-18.664005,0.9723844
-19.73647,0.99869835
-19.067122,1.0045731
-19.205837,0.8662574
-19.766504,0.6887268
-19.715122,1.0255231
-18.371367,0.97355175
-19.86976,0.76157373
-18.64791,0.58735996
-18.525896,0.40437126
-19.534237,0.43319595
-19.546268,0.9933181
-17.988094,0.778972
-19.346224,0.87326133
-18.793362,0.7449431
-18.788795,0.9577394
-18.266424,0.6340518
-18.68897,0.8681076
-18.62949,1.0284593
-19.00558,1.2893236
-21.25629,0.16447803
-19.055767,0.7701741
-19.140387,1.008455
-17.938679,0.90083766
-19.702103,0.4450911
-20.043873,0.2772165
-19.414928,1.0666537
-19.311794,0.92821896
-18.004744,1.0602181
-18.607967,0.5753622
-20.997353,0.83031577
-18.940973,0.48163658
-18.74974,1.2423851
-18.33026,0.5617151
-20.406128,0.62167376
-19.469639,1.1871209
-17.594463,0.7334075
-19.714705,0.51297396
-20.634914,0.47853538
-18.708012,0.51307863
-18.376333,0.797641
-18.799763,1.311353
-19.030329,0.6159823
-19.586412,0.9334878
-19.537802,0.38501662
-18.734089,0.8034332
-17.691904,1.0703682
-19.444944,0.5290184
-18.499294,0.9674909
-17.87585,0.72985137
-18.92951,0.62696415
-19.392078,1.064732
-18.78543,0.6956327
-19.415611,0.7332318
-17.92381,1.1150601
-19.82976,0.4830299
-19.566156,0.4480853
-20.395649,0.49507165
-19.547709,0.5341342
-19.454432,0.42808902
-19.620853,1.4933467
-19.025888,0.5623557
-18.464943,0.94310606
-17.92645,0.86569905
-20.599977,1.1077083
-18.281826,0.83002186
-18.943657,0.96362436
-18.545406,0.60725665
-19.201832,0.4942087
-19.170277,1.084406
-17.994946,0.5600315
-19.71188,0.6868647
-19.511707,0.50040007
-19.046963,0.16178977
-19.379677,1.2366378
-18.822523,0.8025578
-20.14529,1.0684006
-18.601429,0.740111
-19.950808,0.8461621
-18.66183,0.6516699
-20.537983,0.88262784
-20.592972,0.56923866
-18.425869,1.4977778
-19.392258,0.97598386
-18.0355,0.89551336
-19.30902,1.0824873
-18.693825,0.72563696
-19.583803,0.5084764
-17.981573,0.85541195
-19.121208,0.354039
-17.755533,1.5862985
-19.565231,0.9085572
-18.233267,0.65736747
-18.423683,1.1028335
-19.561321,1.1386552
-18.155882,0.66098
-18.22894,1.2838457
-18.247826,0.44174618
-18.789946,1.1285497
-18.703663,0.9715801
-17.509476,1.107499
-20.053883,0.65203387
-18.484282,0.81513965
-19.176075,0.6814152
-18.75161,1.1481987
-20.406895,0.5900693
-19.119568,0.60250336
-18.805521,0.7717651
-19.03334,0.81624484
-19.269245,0.85550714
-18.902481,0.5086832
-19.177685,0.80368036
-19.041355,1.4380009
-19.670776,0.75857973
-18.904202,0.4457237
-20.095549,0.6583914
-19.20525,1.0499154
-18.28828,1.0910054
-19.411999,0.87712234
-19.65595,0.7590604
-19.422977,0.7239336
-18.73514,0.36765277
-19.84917,0.8172438
-19.232899,0.66688097
-17.912169,1.636148
-19.195095,0.30153674
-19.038559,0.52232456
-19.648329,0.8533354
-17.736996,0.8327844
-17.710514,1.9338053
-19.45129,1.3760223
-18.943228,1.1986765
-19.24785,0.7113639
-17.879223,0.7360326
-18.591566,0.96253663
-20.086493,0.39480612
-19.181492,0.6029761
-19.917185,1.2671366
-19.051449,0.6891605
-18.574455,1.493246
-18.912449,1.0158155
-17.53076,0.9350288
-18.720749,0.7874063
